Date,Hour,Day_of_Week,Product_ID,Product,Current_Price,Competitor_Price,Demand,Inventory,Customer_Segment,Conversion_Rate,Promotion,Discount_Percent,Demand_Index,Revenue,Optimal_Price
2025-01-10,7,Friday,P1223,Headphones,18274,19619,117,270,Premium,0.018,1,3.69,0.234,2138058,19187.7
2025-01-10,8,Friday,P1224,Smartwatch,26119,23777,10,138,Price_Sensitive,0.119,1,9.48,0.02,261190,26119.0
2025-01-10,9,Friday,P1225,Laptop,34497,35795,285,712,Regular,0.242,0,0.0,0.57,9831645,35186.94
2025-01-10,10,Friday,P1226,Mobile,45772,47045,194,58,Price_Sensitive,0.071,0,0.0,0.388,8879768,48060.6
2025-01-10,11,Friday,P1227,Headphones,14105,13088,393,657,Premium,0.044,1,21.99,0.786,5543265,14669.2
2025-01-10,12,Friday,P1228,Mobile,42824,39345,273,688,New_Visitor,0.066,1,7.66,0.546,11690952,42824.0
2025-01-10,13,Friday,P1229,Laptop,47914,52500,436,989,Regular,0.129,0,0.0,0.872,20890504,50788.84
2025-01-10,14,Friday,P1230,Laptop,29759,27456,354,833,New_Visitor,0.172,0,0.0,0.708,10534686,30056.59
2025-01-10,15,Friday,P1231,Smartwatch,42787,44081,99,977,New_Visitor,0.048,0,0.0,0.198,4235913,43642.74
2025-01-10,16,Friday,P1232,Laptop,8348,9171,278,604,Premium,0.146,1,26.36,0.556,2320744,8765.4
2025-01-10,17,Friday,P1233,Smartwatch,36441,35180,111,38,Regular,0.226,1,9.52,0.222,4044951,36441.0
2025-01-10,18,Friday,P1234,Smartwatch,38718,37755,319,474,Premium,0.089,0,0.0,0.638,12351042,40266.72
2025-01-10,19,Friday,P1235,Mobile,38074,38557,412,847,Premium,0.118,0,0.0,0.824,15686488,40358.44
2025-01-10,20,Friday,P1236,Laptop,31510,29791,483,286,Price_Sensitive,0.05,0,0.0,0.966,15219330,32770.4
2025-01-10,21,Friday,P1237,Mobile,36257,36260,94,813,New_Visitor,0.135,0,0.0,0.188,3408158,36982.14
2025-01-10,22,Friday,P1238,Smartwatch,1677,1545,142,323,Premium,0.069,0,0.0,0.284,238134,1677.0
2025-01-10,23,Friday,P1239,Camera,26019,26276,311,517,New_Visitor,0.239,0,0.0,0.622,8091909,28360.71
2025-01-11,0,Saturday,P1240,Camera,42474,45844,126,143,Price_Sensitive,0.068,1,1.81,0.252,5351724,44597.7
2025-01-11,1,Saturday,P1241,Smartwatch,49792,48314,299,353,Premium,0.158,0,0.0,0.598,14887808,49792.0
2025-01-11,2,Saturday,P1242,Camera,43152,45767,300,667,New_Visitor,0.032,1,12.0,0.6,12945600,45309.6
2025-01-11,3,Saturday,P1243,Smartwatch,23671,25200,359,478,Price_Sensitive,0.173,0,0.0,0.718,8497889,25801.39
2025-01-11,4,Saturday,P1244,Smartwatch,4154,3983,250,957,Premium,0.072,1,14.51,0.5,1038500,4029.38
2025-01-11,5,Saturday,P1245,Laptop,22175,20150,371,578,Price_Sensitive,0.011,0,0.0,0.742,8226925,23062.0
2025-01-11,6,Saturday,P1246,Smartwatch,23753,24197,35,540,Price_Sensitive,0.157,0,0.0,0.07,831355,24940.65
2025-01-11,7,Saturday,P1247,Smartwatch,31901,34453,217,68,Regular,0.071,0,0.0,0.434,6922517,33496.05
2025-01-11,8,Saturday,P1248,Camera,36951,36387,211,876,Regular,0.194,0,0.0,0.422,7796661,35842.47
2025-01-11,9,Saturday,P1249,Mobile,26660,27923,235,692,Price_Sensitive,0.138,0,0.0,0.47,6265100,27993.0
2025-01-11,10,Saturday,P1250,Smartwatch,16514,15623,464,179,Price_Sensitive,0.066,0,0.0,0.928,7662496,17174.56
2025-01-11,11,Saturday,P1251,Smartwatch,7921,7353,329,822,Price_Sensitive,0.177,0,0.0,0.658,2606009,8000.21
2025-01-11,12,Saturday,P1252,Smartwatch,32410,33865,468,299,New_Visitor,0.206,0,0.0,0.936,15167880,35326.9
2025-01-11,13,Saturday,P1253,Mobile,31507,30083,45,763,Premium,0.225,0,0.0,0.09,1417815,30561.79
2025-01-11,14,Saturday,P1254,Laptop,10606,10274,496,727,Premium,0.135,0,0.0,0.992,5260576,10712.06
2025-01-11,15,Saturday,P1255,Smartwatch,2975,2816,158,795,Regular,0.152,0,0.0,0.316,470050,2885.75
2025-01-11,16,Saturday,P1256,Headphones,35696,35388,351,857,Regular,0.249,0,0.0,0.702,12529296,36052.96
2025-01-11,17,Saturday,P1257,Laptop,10186,10115,273,681,New_Visitor,0.031,1,19.05,0.546,2780778,10186.0
2025-01-11,18,Saturday,P1258,Laptop,29482,29693,455,689,Premium,0.207,0,0.0,0.91,13414310,32135.38
2025-01-11,19,Saturday,P1259,Headphones,20603,21820,153,561,Premium,0.039,1,0.6,0.306,3152259,21633.15
2025-01-11,20,Saturday,P1260,Headphones,41823,39678,295,168,New_Visitor,0.16,0,0.0,0.59,12337785,41823.0
2025-01-11,21,Saturday,P1261,Laptop,11523,11538,235,528,Regular,0.038,0,0.0,0.47,2707905,12099.15
2025-01-11,22,Saturday,P1262,Smartwatch,19292,17700,484,780,Premium,0.132,1,8.39,0.968,9337328,19484.92
2025-01-11,23,Saturday,P1263,Mobile,36535,39262,271,438,Regular,0.129,1,25.54,0.542,9900985,38361.75
2025-01-12,0,Sunday,P1264,Mobile,37375,40593,51,697,Regular,0.161,0,0.0,0.102,1906125,39243.75
2025-01-12,1,Sunday,P1265,Mobile,8129,8626,345,26,New_Visitor,0.206,0,0.0,0.69,2804505,8860.61
2025-01-12,2,Sunday,P1266,Camera,7221,6721,428,485,Regular,0.244,0,0.0,0.856,3090588,7509.84
2025-01-12,3,Sunday,P1267,Laptop,9484,9444,298,183,Price_Sensitive,0.127,0,0.0,0.596,2826232,9484.0
2025-01-12,4,Sunday,P1268,Smartwatch,49063,49088,434,921,Premium,0.17,0,0.0,0.868,21293342,52006.78
2025-01-12,5,Sunday,P1269,Smartwatch,40405,40454,88,599,Premium,0.142,1,12.97,0.176,3555640,42425.25
2025-01-12,6,Sunday,P1270,Smartwatch,9234,9245,155,847,Price_Sensitive,0.164,0,0.0,0.31,1431270,9418.68
2025-01-12,7,Sunday,P1271,Mobile,38447,37407,296,536,Price_Sensitive,0.056,0,0.0,0.592,11380312,38447.0
2025-01-12,8,Sunday,P1272,Camera,46832,47951,472,476,Price_Sensitive,0.067,0,0.0,0.944,22104704,51046.88
2025-01-12,9,Sunday,P1273,Laptop,29361,27983,272,99,New_Visitor,0.025,0,0.0,0.544,7986192,29361.0
2025-01-12,10,Sunday,P1274,Laptop,43608,44612,317,240,New_Visitor,0.167,1,21.73,0.634,13823736,47532.72
2025-01-12,11,Sunday,P1275,Smartwatch,32871,32245,265,502,Price_Sensitive,0.136,0,0.0,0.53,8710815,32871.0
2025-01-12,12,Sunday,P1276,Smartwatch,39408,41530,192,405,Regular,0.126,0,0.0,0.384,7566336,41378.4
2025-01-12,13,Sunday,P1277,Smartwatch,23677,24533,385,442,Premium,0.062,0,0.0,0.77,9115645,25807.93
2025-01-12,14,Sunday,P1278,Mobile,48096,52673,347,192,New_Visitor,0.127,0,0.0,0.694,16689312,52424.64
2025-01-12,15,Sunday,P1279,Headphones,11134,11032,317,787,Price_Sensitive,0.046,0,0.0,0.634,3529478,11245.34
2025-01-12,16,Sunday,P1280,Mobile,37987,39790,241,246,Premium,0.157,1,11.77,0.482,9154867,39886.35
2025-01-12,17,Sunday,P1281,Mobile,43904,40682,201,36,New_Visitor,0.086,0,0.0,0.402,8824704,43904.0
2025-01-12,18,Sunday,P1282,Headphones,4131,3928,19,261,Regular,0.071,1,24.75,0.038,78489,4131.0
2025-01-12,19,Sunday,P1283,Mobile,29102,28811,442,98,Premium,0.026,0,0.0,0.884,12863084,30266.08
2025-01-12,20,Sunday,P1284,Camera,48184,50472,458,106,Premium,0.021,0,0.0,0.916,22068272,52520.56
2025-01-12,21,Sunday,P1285,Camera,36724,33581,417,502,New_Visitor,0.019,0,0.0,0.834,15313908,38192.96
2025-01-12,22,Sunday,P1286,Mobile,10642,10208,148,455,Price_Sensitive,0.236,1,10.65,0.296,1575016,10642.0
2025-01-12,23,Sunday,P1287,Mobile,30456,30758,361,539,New_Visitor,0.112,0,0.0,0.722,10994616,33197.04
2025-01-13,0,Monday,P1288,Headphones,24388,23390,265,379,Premium,0.244,0,0.0,0.53,6462820,24388.0
2025-01-13,1,Monday,P1289,Camera,12324,11721,333,609,Premium,0.165,0,0.0,0.666,4103892,12816.96
2025-01-13,2,Monday,P1290,Mobile,47357,50186,149,878,New_Visitor,0.037,0,0.0,0.298,7056193,48304.14
2025-01-13,3,Monday,P1291,Headphones,30421,28158,280,292,New_Visitor,0.154,0,0.0,0.56,8517880,30421.0
2025-01-13,4,Monday,P1292,Camera,49645,50766,287,433,New_Visitor,0.039,0,0.0,0.574,14248115,52127.25
2025-01-13,5,Monday,P1293,Laptop,12758,13195,231,650,Price_Sensitive,0.213,1,7.57,0.462,2947098,13395.9
2025-01-13,6,Monday,P1294,Smartwatch,40433,40113,401,321,New_Visitor,0.144,0,0.0,0.802,16213633,42050.32
2025-01-13,7,Monday,P1295,Camera,29427,29692,244,364,Regular,0.139,1,3.24,0.488,7180188,30898.35
2025-01-13,8,Monday,P1296,Smartwatch,25358,27716,472,426,New_Visitor,0.092,0,0.0,0.944,11968976,27640.22
2025-01-13,9,Monday,P1297,Smartwatch,2224,2332,12,722,Regular,0.146,0,0.0,0.024,26688,2268.48
2025-01-13,10,Monday,P1298,Headphones,9996,10518,120,155,Regular,0.144,1,22.25,0.24,1199520,10495.8
2025-01-13,11,Monday,P1299,Camera,17332,16562,492,243,New_Visitor,0.202,0,0.0,0.984,8527344,18025.28
2025-01-13,12,Monday,P1300,Mobile,34696,36313,240,750,Price_Sensitive,0.175,0,0.0,0.48,8327040,35389.92
2025-01-13,13,Monday,P1301,Laptop,19863,17897,99,333,Regular,0.21,0,0.0,0.198,1966437,19863.0
2025-01-13,14,Monday,P1302,Laptop,20373,21427,29,606,New_Visitor,0.046,0,0.0,0.058,590817,21391.65
2025-01-13,15,Monday,P1303,Camera,17581,17117,390,151,New_Visitor,0.197,0,0.0,0.78,6856590,18284.24
2025-01-13,16,Monday,P1304,Mobile,2328,2403,319,890,Premium,0.017,0,0.0,0.638,742632,2467.68
2025-01-13,17,Monday,P1305,Headphones,34348,33576,282,138,Price_Sensitive,0.125,0,0.0,0.564,9686136,34348.0
2025-01-13,18,Monday,P1306,Smartwatch,23725,24016,397,907,Regular,0.127,0,0.0,0.794,9418825,25148.5
2025-01-13,19,Monday,P1307,Camera,29231,28191,328,897,Price_Sensitive,0.024,0,0.0,0.656,9587768,29523.31
2025-01-13,20,Monday,P1308,Mobile,38361,36134,365,723,Price_Sensitive,0.116,0,0.0,0.73,14001765,38744.61
2025-01-13,21,Monday,P1309,Laptop,11220,10296,125,132,Price_Sensitive,0.202,1,22.01,0.25,1402500,11220.0
2025-01-13,22,Monday,P1310,Smartwatch,12948,12744,269,679,New_Visitor,0.053,0,0.0,0.538,3483012,12948.0
2025-01-13,23,Monday,P1311,Headphones,49498,50209,409,856,Premium,0.146,1,4.96,0.818,20244682,52467.88
2025-01-14,0,Tuesday,P1312,Camera,28772,29265,127,729,Premium,0.233,1,1.68,0.254,3654044,29347.44
2025-01-14,1,Tuesday,P1313,Camera,5517,5928,358,851,Premium,0.125,0,0.0,0.716,1975086,5848.02
2025-01-14,2,Tuesday,P1314,Smartwatch,43863,40647,269,657,Price_Sensitive,0.227,1,23.41,0.538,11799147,43863.0
2025-01-14,3,Tuesday,P1315,Headphones,43321,39485,183,847,New_Visitor,0.042,1,19.71,0.366,7927743,42021.37
2025-01-14,4,Tuesday,P1316,Headphones,23752,21704,373,637,Regular,0.019,0,0.0,0.746,8859496,24702.08
2025-01-14,5,Tuesday,P1317,Headphones,8961,8512,345,419,Regular,0.113,1,8.04,0.69,3091545,9319.44
2025-01-14,6,Tuesday,P1318,Laptop,31008,33197,116,615,Regular,0.228,0,0.0,0.232,3596928,32558.4
2025-01-14,7,Tuesday,P1319,Headphones,17573,17260,16,89,Price_Sensitive,0.067,1,16.45,0.032,281168,17573.0
2025-01-14,8,Tuesday,P1320,Smartwatch,12429,12227,393,161,Premium,0.129,1,4.35,0.786,4884597,12926.16
2025-01-14,9,Tuesday,P1321,Mobile,32203,31161,380,876,Premium,0.156,0,0.0,0.76,12237140,32525.03
2025-01-14,10,Tuesday,P1322,Laptop,6804,6329,205,914,Regular,0.031,0,0.0,0.41,1394820,6599.88
2025-01-14,11,Tuesday,P1323,Laptop,10379,9579,363,47,Regular,0.14,1,16.47,0.726,3767577,10794.16
2025-01-14,12,Tuesday,P1324,Mobile,12985,13885,339,872,Premium,0.237,1,20.07,0.678,4401915,13764.1
2025-01-14,13,Tuesday,P1325,Mobile,11907,11696,134,698,Regular,0.08,1,3.36,0.268,1595538,11907.0
2025-01-14,14,Tuesday,P1326,Camera,49277,53988,252,850,Premium,0.058,0,0.0,0.504,12417804,50262.54
2025-01-14,15,Tuesday,P1327,Headphones,9869,9533,375,903,Regular,0.014,0,0.0,0.75,3700875,9967.69
2025-01-14,16,Tuesday,P1328,Headphones,15439,14684,390,699,Regular,0.19,0,0.0,0.78,6021210,16056.56
2025-01-14,17,Tuesday,P1329,Mobile,16780,15417,396,987,New_Visitor,0.139,0,0.0,0.792,6644880,16947.8
2025-01-14,18,Tuesday,P1330,Headphones,26890,28622,187,446,Price_Sensitive,0.116,0,0.0,0.374,5028430,28234.5
2025-01-14,19,Tuesday,P1331,Headphones,49659,47544,485,316,New_Visitor,0.076,0,0.0,0.97,24084615,51645.36
2025-01-14,20,Tuesday,P1332,Laptop,21538,20227,247,123,Regular,0.048,0,0.0,0.494,5319886,21538.0
2025-01-14,21,Tuesday,P1333,Headphones,15221,14663,396,896,Price_Sensitive,0.225,0,0.0,0.792,6027516,15373.21
2025-01-14,22,Tuesday,P1334,Laptop,20084,18209,17,632,New_Visitor,0.167,0,0.0,0.034,341428,20084.0
2025-01-14,23,Tuesday,P1335,Headphones,40401,41332,255,806,New_Visitor,0.038,1,9.59,0.51,10302255,41209.02
2025-01-15,0,Wednesday,P1336,Laptop,25650,25574,30,689,Premium,0.088,1,29.39,0.06,769500,25650.0
2025-01-15,1,Wednesday,P1337,Camera,8938,8276,334,556,Price_Sensitive,0.137,1,26.71,0.668,2985292,9295.52
2025-01-15,2,Wednesday,P1338,Smartwatch,33494,31400,486,284,New_Visitor,0.23,0,0.0,0.972,16278084,34833.76
2025-01-15,3,Wednesday,P1339,Headphones,16799,18438,459,962,New_Visitor,0.12,0,0.0,0.918,7710741,17806.94
2025-01-15,4,Wednesday,P1340,Mobile,46537,49592,485,817,Regular,0.069,0,0.0,0.97,22570445,49329.22
2025-01-15,5,Wednesday,P1341,Mobile,25265,26371,172,711,Regular,0.094,0,0.0,0.344,4345580,25770.3
2025-01-15,6,Wednesday,P1342,Mobile,34366,35404,185,915,Regular,0.187,1,25.31,0.37,6357710,35053.32
2025-01-15,7,Wednesday,P1343,Camera,9622,8719,390,291,Regular,0.088,0,0.0,0.78,3752580,10006.88
2025-01-15,8,Wednesday,P1344,Headphones,2458,2294,157,143,Premium,0.211,0,0.0,0.314,385906,2458.0
2025-01-15,9,Wednesday,P1345,Camera,33709,33794,303,162,Price_Sensitive,0.026,1,12.25,0.606,10213827,36742.81
2025-01-15,10,Wednesday,P1346,Headphones,49281,53259,410,570,Premium,0.199,0,0.0,0.82,20205210,53716.29
2025-01-15,11,Wednesday,P1347,Mobile,21625,22363,416,462,Price_Sensitive,0.104,0,0.0,0.832,8996000,23571.25
2025-01-15,12,Wednesday,P1348,Headphones,21480,21680,44,678,Regular,0.203,0,0.0,0.088,945120,22554.0
2025-01-15,13,Wednesday,P1349,Laptop,8972,8831,279,173,Regular,0.077,1,8.77,0.558,2503188,8972.0
2025-01-15,14,Wednesday,P1350,Camera,19830,20837,210,303,New_Visitor,0.246,0,0.0,0.42,4164300,20821.5
2025-01-15,15,Wednesday,P1351,Laptop,11502,11796,130,527,Price_Sensitive,0.219,0,0.0,0.26,1495260,12077.1
2025-01-15,16,Wednesday,P1352,Smartwatch,14640,13376,474,305,Premium,0.013,0,0.0,0.948,6939360,15225.6
2025-01-15,17,Wednesday,P1353,Laptop,47233,48162,236,974,Regular,0.188,0,0.0,0.472,11146988,48177.66
2025-01-15,18,Wednesday,P1354,Headphones,15349,15864,119,617,Premium,0.247,0,0.0,0.238,1826531,16116.45
2025-01-15,19,Wednesday,P1355,Smartwatch,9777,10353,167,287,Price_Sensitive,0.074,1,17.2,0.334,1632759,10265.85
2025-01-15,20,Wednesday,P1356,Smartwatch,14115,15050,460,703,Premium,0.187,0,0.0,0.92,6492900,14961.9
2025-01-15,21,Wednesday,P1357,Laptop,46903,50360,491,747,New_Visitor,0.147,0,0.0,0.982,23029373,49717.18
2025-01-15,22,Wednesday,P1358,Headphones,7081,6988,56,546,Premium,0.092,0,0.0,0.112,396536,7081.0
2025-01-15,23,Wednesday,P1359,Smartwatch,24870,24597,166,198,New_Visitor,0.172,0,0.0,0.332,4128420,24870.0
2025-01-16,0,Thursday,P1360,Headphones,22409,23694,76,873,New_Visitor,0.238,0,0.0,0.152,1703084,22857.18
2025-01-16,1,Thursday,P1361,Laptop,43252,41253,431,281,Regular,0.071,0,0.0,0.862,18641612,44982.08
2025-01-16,2,Thursday,P1362,Headphones,29433,26758,145,486,New_Visitor,0.123,0,0.0,0.29,4267785,29433.0
2025-01-16,3,Thursday,P1363,Smartwatch,3300,3380,151,310,New_Visitor,0.077,0,0.0,0.302,498300,3465.0
2025-01-16,4,Thursday,P1364,Smartwatch,21680,19535,311,900,Regular,0.21,1,8.55,0.622,6742480,21896.8
2025-01-16,5,Thursday,P1365,Smartwatch,4328,4390,327,637,Price_Sensitive,0.021,0,0.0,0.654,1415256,4717.52
2025-01-16,6,Thursday,P1366,Smartwatch,5412,5538,353,808,Price_Sensitive,0.221,0,0.0,0.706,1910436,5736.72
2025-01-16,7,Thursday,P1367,Smartwatch,22707,23625,156,926,Premium,0.233,0,0.0,0.312,3542292,23161.14
2025-01-16,8,Thursday,P1368,Headphones,8710,8554,465,976,Premium,0.072,0,0.0,0.93,4050150,8797.1
2025-01-16,9,Thursday,P1369,Laptop,34255,36455,17,172,Price_Sensitive,0.011,1,24.89,0.034,582335,35967.75
2025-01-16,10,Thursday,P1370,Laptop,22690,24376,155,981,New_Visitor,0.102,0,0.0,0.31,3516950,23143.8
2025-01-16,11,Thursday,P1371,Mobile,32902,33535,433,103,Premium,0.027,0,0.0,0.866,14246566,35863.18
2025-01-16,12,Thursday,P1372,Laptop,6389,6604,114,221,Regular,0.223,0,0.0,0.228,728346,6708.45
2025-01-16,13,Thursday,P1373,Mobile,5158,5584,386,570,New_Visitor,0.051,0,0.0,0.772,1990988,5622.22
2025-01-16,14,Thursday,P1374,Smartwatch,12277,12350,396,931,Regular,0.044,0,0.0,0.792,4861692,13013.62
2025-01-16,15,Thursday,P1375,Headphones,2782,2774,310,994,Regular,0.228,1,6.48,0.62,862420,2809.82
2025-01-16,16,Thursday,P1376,Laptop,7946,8449,303,815,Premium,0.176,0,0.0,0.606,2407638,8422.76
2025-01-16,17,Thursday,P1377,Camera,36768,35116,446,653,Regular,0.117,1,24.67,0.892,16398528,38238.72
2025-01-16,18,Thursday,P1378,Headphones,40258,42346,32,379,Price_Sensitive,0.15,0,0.0,0.064,1288256,42270.9
2025-01-16,19,Thursday,P1379,Laptop,1641,1708,426,939,Price_Sensitive,0.133,0,0.0,0.852,699066,1739.46
2025-01-16,20,Thursday,P1380,Headphones,39832,42939,202,578,New_Visitor,0.092,0,0.0,0.404,8046064,41823.6
2025-01-16,21,Thursday,P1381,Mobile,2511,2263,488,494,Regular,0.153,0,0.0,0.976,1225368,2611.44
2025-01-16,22,Thursday,P1382,Smartwatch,14203,13818,125,459,New_Visitor,0.144,0,0.0,0.25,1775375,14203.0
2025-01-16,23,Thursday,P1383,Laptop,18784,20557,423,395,New_Visitor,0.131,1,11.53,0.846,7945632,20474.56
2025-01-17,0,Friday,P1384,Camera,8097,7337,457,253,Price_Sensitive,0.016,1,13.76,0.914,3700329,8420.88
2025-01-17,1,Friday,P1385,Mobile,2669,2464,179,143,Premium,0.124,0,0.0,0.358,477751,2669.0
2025-01-17,2,Friday,P1386,Mobile,6639,6699,294,96,Price_Sensitive,0.241,0,0.0,0.588,1951866,6970.95
2025-01-17,3,Friday,P1387,Smartwatch,37075,35891,77,88,Premium,0.125,0,0.0,0.154,2854775,37075.0
2025-01-17,4,Friday,P1388,Smartwatch,21800,23254,444,918,Regular,0.208,1,5.32,0.888,9679200,23108.0
2025-01-17,5,Friday,P1389,Smartwatch,44449,46025,30,319,Price_Sensitive,0.144,0,0.0,0.06,1333470,46671.45
2025-01-17,6,Friday,P1390,Headphones,31154,28905,492,928,Price_Sensitive,0.206,0,0.0,0.984,15327768,31465.54
2025-01-17,7,Friday,P1391,Smartwatch,20054,21579,113,233,Premium,0.2,0,0.0,0.226,2266102,21056.7
2025-01-17,8,Friday,P1392,Smartwatch,19451,17659,154,632,New_Visitor,0.228,0,0.0,0.308,2995454,19451.0
2025-01-17,9,Friday,P1393,Camera,1640,1672,319,704,Price_Sensitive,0.219,0,0.0,0.638,523160,1738.4
2025-01-17,10,Friday,P1394,Camera,26586,24591,474,203,New_Visitor,0.122,0,0.0,0.948,12601764,27649.44
2025-01-17,11,Friday,P1395,Laptop,1382,1371,313,639,New_Visitor,0.191,0,0.0,0.626,432566,1437.28
2025-01-17,12,Friday,P1396,Mobile,38615,36960,426,977,New_Visitor,0.116,0,0.0,0.852,16449990,39001.15
2025-01-17,13,Friday,P1397,Laptop,39910,40526,188,968,Regular,0.119,0,0.0,0.376,7503080,40708.2
2025-01-17,14,Friday,P1398,Headphones,42362,46225,57,530,Premium,0.024,0,0.0,0.114,2414634,44480.1
2025-01-17,15,Friday,P1399,Laptop,15572,16796,156,594,Regular,0.071,0,0.0,0.312,2429232,16350.6
2025-01-17,16,Friday,P1400,Smartwatch,27410,28692,123,499,Regular,0.175,1,20.78,0.246,3371430,28780.5
2025-01-17,17,Friday,P1401,Mobile,27443,26341,473,223,Regular,0.09,1,15.86,0.946,12980539,28540.72
2025-01-17,18,Friday,P1402,Camera,12806,12039,291,132,New_Visitor,0.081,0,0.0,0.582,3726546,12806.0
2025-01-17,19,Friday,P1403,Laptop,3863,4121,10,930,Premium,0.011,1,24.66,0.02,38630,3940.26
2025-01-17,20,Friday,P1404,Laptop,11890,12804,44,213,Price_Sensitive,0.031,0,0.0,0.088,523160,12484.5
2025-01-17,21,Friday,P1405,Headphones,9105,8239,84,374,New_Visitor,0.037,1,28.43,0.168,764820,9105.0
2025-01-17,22,Friday,P1406,Mobile,2592,2827,132,377,New_Visitor,0.174,0,0.0,0.264,342144,2721.6
2025-01-17,23,Friday,P1407,Mobile,24797,23518,367,207,Regular,0.027,0,0.0,0.734,9100499,25788.88
2025-01-18,0,Saturday,P1408,Headphones,3451,3307,129,913,Price_Sensitive,0.227,0,0.0,0.258,445179,3347.47
2025-01-18,1,Saturday,P1409,Smartwatch,28954,27367,242,689,Premium,0.018,0,0.0,0.484,7006868,28954.0
2025-01-18,2,Saturday,P1410,Camera,24364,25629,40,356,Price_Sensitive,0.131,0,0.0,0.08,974560,25582.2
2025-01-18,3,Saturday,P1411,Mobile,24535,25147,61,679,New_Visitor,0.136,0,0.0,0.122,1496635,25761.75
2025-01-18,4,Saturday,P1412,Headphones,8744,9275,31,49,Price_Sensitive,0.039,1,21.62,0.062,271064,9181.2
2025-01-18,5,Saturday,P1413,Headphones,28778,26813,299,869,New_Visitor,0.161,0,0.0,0.598,8604622,27914.66
2025-01-18,6,Saturday,P1414,Headphones,49188,47393,488,260,Regular,0.198,1,17.8,0.976,24003744,51155.52
2025-01-18,7,Saturday,P1415,Laptop,28490,28964,273,956,Regular,0.069,1,9.49,0.546,7777770,29059.8
2025-01-18,8,Saturday,P1416,Camera,37996,36933,156,156,Price_Sensitive,0.218,0,0.0,0.312,5927376,37996.0
2025-01-18,9,Saturday,P1417,Mobile,48514,52812,92,196,Regular,0.101,1,2.68,0.184,4463288,50939.7
2025-01-18,10,Saturday,P1418,Mobile,41930,41878,426,847,Price_Sensitive,0.213,0,0.0,0.852,17862180,42349.3
2025-01-18,11,Saturday,P1419,Smartwatch,12680,13632,110,948,New_Visitor,0.193,1,21.08,0.22,1394800,12933.6
2025-01-18,12,Saturday,P1420,Laptop,13320,13254,220,671,Premium,0.022,0,0.0,0.44,2930400,13320.0
2025-01-18,13,Saturday,P1421,Headphones,26099,25747,312,515,Regular,0.162,1,0.09,0.624,8142888,27142.96
2025-01-18,14,Saturday,P1422,Laptop,13824,13593,406,119,Price_Sensitive,0.183,0,0.0,0.812,5612544,14376.96
2025-01-18,15,Saturday,P1423,Camera,35273,33267,118,874,Premium,0.019,0,0.0,0.236,4162214,34214.81
2025-01-18,16,Saturday,P1424,Headphones,47877,50147,335,959,Premium,0.174,0,0.0,0.67,16038795,50749.62
2025-01-18,17,Saturday,P1425,Laptop,9047,8296,244,246,Premium,0.024,0,0.0,0.488,2207468,9047.0
2025-01-18,18,Saturday,P1426,Mobile,2600,2697,22,696,Regular,0.091,0,0.0,0.044,57200,2730.0
2025-01-18,19,Saturday,P1427,Headphones,37761,37108,418,406,Price_Sensitive,0.089,1,8.0,0.836,15784098,39271.44
2025-01-18,20,Saturday,P1428,Smartwatch,31628,34559,197,877,Regular,0.193,0,0.0,0.394,6230716,32260.56
2025-01-18,21,Saturday,P1429,Laptop,43611,40397,469,814,Regular,0.014,1,24.21,0.938,20453559,44047.11
2025-01-18,22,Saturday,P1430,Mobile,30616,29180,489,755,Premium,0.092,1,6.7,0.978,14971224,30922.16
2025-01-18,23,Saturday,P1431,Laptop,20593,20883,217,574,Premium,0.165,1,25.41,0.434,4468681,21622.65
2025-01-19,0,Sunday,P1432,Laptop,4926,5250,480,748,New_Visitor,0.12,0,0.0,0.96,2364480,5221.56
2025-01-19,1,Sunday,P1433,Headphones,46171,42160,498,176,Regular,0.155,0,0.0,0.996,22993158,48017.84
2025-01-19,2,Sunday,P1434,Headphones,39882,41251,13,621,New_Visitor,0.236,1,29.74,0.026,518466,41876.1
2025-01-19,3,Sunday,P1435,Mobile,49929,48587,68,109,New_Visitor,0.159,1,25.42,0.136,3395172,49929.0
2025-01-19,4,Sunday,P1436,Camera,24352,23262,470,712,New_Visitor,0.163,0,0.0,0.94,11445440,24595.52
2025-01-19,5,Sunday,P1437,Headphones,9182,9751,184,583,Regular,0.08,0,0.0,0.368,1689488,9641.1
2025-01-19,6,Sunday,P1438,Laptop,36581,37971,379,24,New_Visitor,0.161,0,0.0,0.758,13864199,39873.29
2025-01-19,7,Sunday,P1439,Laptop,11685,11222,235,34,New_Visitor,0.13,0,0.0,0.47,2745975,11685.0
2025-01-19,8,Sunday,P1440,Smartwatch,45105,47874,219,609,Regular,0.053,0,0.0,0.438,9877995,47360.25
2025-01-19,9,Sunday,P1441,Camera,38353,41144,17,447,Premium,0.022,1,29.44,0.034,652001,40270.65
2025-01-19,10,Sunday,P1442,Smartwatch,47653,51024,165,511,Regular,0.036,0,0.0,0.33,7862745,50035.65
2025-01-19,11,Sunday,P1443,Headphones,31779,31185,196,109,Regular,0.147,0,0.0,0.392,6228684,31779.0
2025-01-19,12,Sunday,P1444,Laptop,40454,37833,367,905,Regular,0.245,0,0.0,0.734,14846618,40858.54
2025-01-19,13,Sunday,P1445,Camera,25872,27982,363,292,Price_Sensitive,0.105,1,29.01,0.726,9391536,28200.48
2025-01-19,14,Sunday,P1446,Smartwatch,19293,19203,361,514,Regular,0.164,0,0.0,0.722,6964773,20064.72
